id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,other
1580,谷尚居,东湖高新,142,14446,3室2厅1厨1卫,低楼层 (共6层),98.3,平层,84.25,板楼,南 北,钢混结构,简装,一梯两户,无,null,2022/2/26,商品房,2012/8/16,普通住宅,满五年,非共有,有抵押,已上传房本照片,20220304AEQZc
1581,福星城南区,江汉,262,19764,3室2厅1厨2卫,低楼层 (共38层),132.57,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯四户,有,null,2023/3/21,商品房,2016/3/24,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230324VH2j4
1582,绿地城北岛孝贤坊,汉南,49,5242,3室2厅1厨2卫,中楼层 (共7层),95.21,平层,暂无数据,暂无数据,南 北,钢混结构,毛坯,一梯两户,暂无数据,null,2023/4/12,商品房,2023/4/11,普通住宅,未满两年,共有,有抵押 20万元 业主自还,已上传房本照片,20230412I9Xfr
1583,招商樾望,汉阳,289,18364,4室2厅1厨2卫,低楼层 (共46层),157.38,平层,暂无数据,板楼,南,钢混结构,毛坯,四梯五户,有,null,2023/4/5,商品房,2020/8/14,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230228vFGgW
1584,伟业佳苑,武昌,227,25217,3室1厅1厨1卫,低楼层 (共17层),90.22,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯六户,有,null,2023/4/6,商品房,2019/4/25,普通住宅,满两年,共有,无抵押,已上传房本照片,20210420LqkxT
1585,现代城一区,江岸,220,23608,3室1厅1厨1卫,高楼层 (共11层),93.19,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯三户,有,null,2023/4/19,商品房,2016/1/22,普通住宅,满五年,共有,有抵押 20万元 建设银行 业主自还,已上传房本照片,20230101wna34
1586,金地悦江时代芸湾区,硚口,198,15656,3室2厅1厨2卫,高楼层 (共48层),126.47,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2021/11/12,商品房,2021/4/9,普通住宅,满两年,非共有,有抵押,已上传房本照片,20210507JyjHg
1587,欢乐星城,洪山,60,13047,1室1厅1厨1卫,中楼层 (共18层),45.99,平层,暂无数据,板楼,南,钢混结构,简装,三梯十二户,有,null,2022/5/26,拆迁还建房,2021/11/9,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20220813gFIRQ
1588,千禧城,硚口,245,19416,3室1厅1厨2卫,高楼层 (共46层),126.19,平层,95.69,板楼,南 北,钢混结构,其他,两梯四户,有,null,2022/10/31,商品房,2018/7/25,普通住宅,满两年,非共有,有抵押 140万元,已上传房本照片,20210403MyuJ1
1589,惠誉公寓,武昌,239,15151,5室1厅1厨2卫,高楼层 (共8层),157.75,复式,暂无数据,塔楼,南 北,钢混结构,其他,一梯两户,无,null,2023/2/15,商品房,2017/2/15,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210524ZqqWb
1590,中城悦城一期,江汉,230,24047,3室1厅1厨1卫,低楼层 (共33层),95.65,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023/3/1,商品房,2023/5/10,普通住宅,未满两年,非共有,有抵押,已上传房本照片,202207026vLui
1591,复地东湖国际二期,武昌,435,45092,3室2厅1厨1卫,低楼层 (共32层),96.47,平层,76.51,板塔结合,东 南 北,钢混结构,精装,三梯八户,有,null,2022/8/22,商品房,2012/10/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210329hsFa7
1592,华立新华时代,江汉,240,18653,3室2厅1厨2卫,中楼层 (共16层),128.67,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2023/4/11,商品房,2018/2/10,普通住宅,满五年,非共有,无抵押,已上传房本照片,202109292aYWL
1593,汤逊湖山庄,江夏,115,7722,4室2厅1厨2卫,中楼层 (共7层),148.94,平层,134.85,塔楼,南,钢混结构,精装,两梯三户,有,null,2022/6/1,商品房,2009/5/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220601cH4Xw
1594,香港映象,硚口,208,17760,3室2厅1厨1卫,高楼层 (共11层),117.12,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,有,null,2023/3/2,商品房,2019/7/8,普通住宅,满两年,共有,无抵押,已上传房本照片,202104183U4ry
1595,水域天际,武昌,238,33311,2室1厅1厨1卫,中楼层 (共18层),71.45,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,null,2022/5/10,商品房,2022/5/10,普通住宅,未满两年,共有,无抵押,已上传房本照片,20220510HJvua
1596,新世界梦湖香郡三期,江岸,99,21476,3室2厅1厨2卫,高楼层 (共9层),46.1,暂无数据,暂无数据,板楼,东南,钢混结构,精装,一梯四户,暂无数据,null,2023/4/19,商品房,2017/9/30,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230419UxEjE
1597,世纪彩城,武昌,268,19879,3室2厅1厨2卫,中楼层 (共11层),134.82,平层,117.56,塔楼,北,钢混结构,简装,一梯四户,有,null,2022/1/16,商品房,2009/8/17,普通住宅,满五年,共有,有抵押 40万元 交通银行 业主自还,已上传房本照片,20220118htD8k
1598,复地东湖国际五期,武昌,535,53176,3室2厅1厨1卫,中楼层 (共33层),100.61,平层,暂无数据,板楼,南 北,钢混结构,简装,两梯四户,有,null,2021/11/26,商品房,2019/9/11,普通住宅,满两年,非共有,无抵押,已上传房本照片,20211209ihtst
1599,泓悦府,洪山,226,23019,3室2厅1厨2卫,高楼层 (共18层),98.18,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2022/6/5,商品房,2020/8/12,普通住宅,满两年,非共有,无抵押,已上传房本照片,20220606e9dOq
1600,恒大城,东西湖,94,10099,3室2厅1厨1卫,中楼层 (共32层),93.08,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,null,2022/12/8,商品房,2017/7/27,普通住宅,满五年,非共有,有抵押 10万元 交通银行 业主自还,已上传房本照片,20220221oICJk
1601,金地天悦二期,东湖高新,300,23515,3室1厅1厨2卫,低楼层 (共27层),127.58,平层,106,板楼,南 北,钢混结构,精装,两梯四户,有,null,2022/11/7,商品房,2019/11/16,普通住宅,满两年,非共有,无抵押,已上传房本照片,202008237c5ny
1602,香缇美景,江汉,106,13183,2室2厅1厨1卫,中楼层 (共11层),80.41,平层,67.46,板楼,北,钢混结构,精装,两梯四户,有,null,2023/3/14,商品房,2013/1/8,普通住宅,满五年,共有,无抵押,已上传房本照片,20230322yRDrs
1603,阳逻金茂悦,新洲,46,5231,3室2厅1厨1卫,低楼层 (共16层),88.32,平层,暂无数据,板楼,东南,钢混结构,毛坯,两梯四户,有,null,2023/4/12,商品房,2023/4/12,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20220911ji7AP
1604,保利心语六期,洪山,240,20064,4室2厅1厨2卫,高楼层 (共24层),119.62,平层,94.04,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023/3/31,商品房,2016/10/9,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230408UAMdj
1605,新世纪花园B区,洪山,168,14064,3室2厅1厨2卫,低楼层 (共9层),119.46,错层,108.58,板楼,东北,钢混结构,精装,一梯四户,有,null,2022/9/14,商品房,2011/2/9,普通住宅,满五年,共有,有抵押 80万元 光大银行 客户偿还,已上传房本照片,20191230IRBnA
1606,创世纪广场,江汉,88,16642,2室1厅1厨1卫,中楼层 (共30层),53.18,平层,暂无数据,塔楼,北,钢混结构,精装,六梯十三户,有,null,2022/8/13,商品房,2021/9/26,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20211011fDRoV
1607,海伦春天三期,沌口,165,13099,4室2厅1厨2卫,高楼层 (共39层),125.97,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,null,2022/8/14,商品房,2019/6/19,普通住宅,满两年,共有,有抵押 80万元,已上传房本照片,20210710CsTws
1608,枫桦苇岸,沌口,170,8943,5室2厅1厨3卫,中楼层 (共24层),190.1,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯两户,有,null,2022/6/27,商品房,2019/7/24,普通住宅,满两年,共有,无抵押,已上传房本照片,20220702PxRd5
1609,中核时代广场,汉阳,116,13382,2室2厅1厨1卫,中楼层 (共45层),86.69,平层,61.58,板楼,南 北,钢混结构,毛坯,两梯三户,有,null,2022/6/27,商品房,2019/8/7,普通住宅,满两年,非共有,有抵押 55万元 华夏 客户偿还,已上传房本照片,20210811SljsK
1610,构二宿舍,武昌,53,10100,2室1厅1厨1卫,高楼层 (共6层),52.48,平层,52.48,板塔结合,东南,混合结构,简装,一梯四户,暂无数据,null,2022/9/16,房改房,2022/9/16,普通住宅,未满两年,共有,无抵押,已上传房本照片,20220915Tsnxg
1611,美城清芷园,武昌,240,18036,3室2厅1厨2卫,高楼层 (共11层),133.07,平层,117,板楼,南,钢混结构,简装,一梯四户,有,null,2021/11/20,商品房,2007/8/16,普通住宅,满五年,共有,无抵押,已上传房本照片,20211120ZO9OY
1612,天宇盛世滨江,硚口,233,22534,2室2厅1厨1卫,低楼层 (共43层),103.4,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯四户,有,null,2023/4/4,商品房,2020/6/9,普通住宅,满两年,非共有,有抵押 160万元 民生银行 客户偿还,已上传房本照片,20210805Z6l0V
1613,中信泰富滨江金融城,江岸,775,39926,4室1厅1厨3卫,中楼层 (共43层),194.11,平层,暂无数据,板楼,南 北,钢混结构,其他,两梯两户,有,null,2023/4/28,商品房,2022/3/1,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20220820FUHUX
1614,万科汉口传奇唐樾,江汉,305,25846,3室2厅1厨2卫,高楼层 (共48层),118.01,平层,暂无数据,板楼,南,钢混结构,精装,四梯四户,有,null,2023/4/2,商品房,2020/12/18,普通住宅,满两年,非共有,无抵押,已上传房本照片,20211019HTUy2
1615,汉口城市广场五期,江岸,143,19057,2室1厅1厨1卫,高楼层 (共32层),75.04,平层,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,null,2022/5/30,商品房,2022/6/13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20220617p1D0L
1616,凯乐花园,武昌,289,22839,3室2厅1厨2卫,高楼层 (共22层),126.54,平层,暂无数据,板楼,西南,钢混结构,简装,两梯四户,有,null,2022/8/12,商品房,2018/8/12,普通住宅,满两年,非共有,无抵押,已上传房本照片,20191230pLoto
1617,保利公园九里,洪山,169,18932,3室2厅1厨1卫,中楼层 (共34层),89.27,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2022/9/4,商品房,2017/11/9,普通住宅,满五年,非共有,有抵押 5万元 业主自还,已上传房本照片,20220905IAsYv
1618,万科金色城市20地块,洪山,103,13443,2室2厅1厨1卫,中楼层 (共34层),76.62,平层,60.83,板楼,南 北,钢混结构,精装,两梯六户,有,null,2023/3/7,商品房,2022/5/26,普通住宅,未满两年,非共有,有抵押 30万元 建设 客户偿还,已上传房本照片,20230308ccrD4
1619,东湖香榭水岸,武昌,337,26952,2室2厅1厨2卫,低楼层 (共22层),125.04,平层,102.5,塔楼,南 北,钢混结构,简装,两梯四户,有,null,2023/4/28,商品房,2016/2/16,普通住宅,满五年,非共有,无抵押,已上传房本照片,202304304f8uH
1620,金色港湾二期,沌口,143,11259,3室2厅1厨2卫,中楼层 (共6层),127.01,平层,114.58,板楼,南,钢混结构,简装,一梯两户,无,null,2022/5/22,商品房,2011/8/2,普通住宅,满五年,非共有,有抵押 100万元 农商行 业主自还,已上传房本照片,202205226uUTJ
1621,钢都欧式花园二期,洪山,138,10495,3室1厅1厨2卫,高楼层 (共7层),131.5,平层,118.35,板楼,南,钢混结构,精装,一梯两户,无,null,2023/1/2,商品房,2013/12/30,普通住宅,满五年,非共有,有抵押 100万元,已上传房本照片,20200812ShN2S
1622,金地中心城,东湖高新,154,17306,2室2厅1厨1卫,中楼层 (共33层),88.99,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,null,2021/2/1,商品房,2011/12/23,普通住宅,满五年,共有,无抵押,已上传房本照片,20210520yToiV
1623,名仕阁,硚口,138,15884,2室2厅1厨1卫,中楼层 (共8层),86.88,平层,暂无数据,塔楼,南 北,钢混结构,简装,一梯两户,无,null,2022/7/8,商品房,2001/1/29,普通住宅,满五年,共有,无抵押,已上传房本照片,20220710KSsPb
1624,招商雍华府,洪山,205,21472,3室2厅1厨1卫,中楼层 (共30层),95.71,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2022/7/8,商品房,2020/9/8,普通住宅,满两年,共有,有抵押 35万元 商：2023.4.22已结，公：随时,已上传房本照片,2022071054ZFC
1625,保利新武昌K4地块,洪山,216,20017,3室2厅1厨2卫,中楼层 (共33层),107.91,平层,暂无数据,板楼,西南,钢混结构,精装,两梯四户,有,null,2022/10/17,商品房,2021/9/11,普通住宅,未满两年,共有,有抵押 60万元,已上传房本照片,20221019NQFRB
1626,化工研究所宿舍,武昌,115,16764,2室2厅1厨1卫,高楼层 (共7层),68.6,平层,暂无数据,板楼,南 北,混合结构,简装,一梯两户,无,null,2021/6/28,房改房,2010/6/28,普通住宅,满五年,共有,无抵押,已上传房本照片,20210629sN5rq
1627,古田帝园,硚口,128,15066,3室1厅1厨1卫,高楼层 (共17层),84.96,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,null,2021/8/11,商品房,2012/11/7,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210801yFPph
1628,武汉军运村,江夏,230,15916,4室2厅1厨2卫,中楼层 (共11层),144.51,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,null,2023/1/31,商品房,2021/4/9,普通住宅,满两年,非共有,有抵押 103万元 招商银行 客户偿还,已上传房本照片,2023012845qY8
1629,天源城,武昌,420,22834,5室2厅1厨2卫,低楼层 (共12层),183.94,平层,160.85,板楼,东南,钢混结构,简装,一梯两户,有,null,2023/4/14,商品房,2010/4/6,普通住宅,满五年,共有,有抵押,已上传房本照片,20230409h0TXM
1630,华发阳逻金茂逸墅,新洲,68,6277,3室2厅1厨2卫,低楼层 (共18层),108.34,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,暂无数据,null,2023/4/28,商品房,2023/4/28,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230428YgwSw
1631,复地东湖国际二期,武昌,448,46440,3室2厅1厨1卫,高楼层 (共32层),96.47,平层,76.51,塔楼,南 北,钢混结构,精装,三梯八户,有,null,2022/12/24,商品房,2013/4/27,普通住宅,满五年,非共有,有抵押 40万元 农业银行 客户偿还,已上传房本照片,20221009lrEAd
1632,纽宾凯汉city国际社区蜜城,汉阳,220,18730,3室2厅1厨2卫,中楼层 (共34层),117.46,平层,91.59,板塔结合,南,钢混结构,精装,两梯四户,有,null,2023/4/19,商品房,2018/1/10,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230421MDmM3
1633,新世纪都市花园梅园,江汉,180,18960,2室2厅1厨1卫,中楼层 (共10层),94.94,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,null,2023/4/19,商品房,2004/4/1,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230419Bdxtb
1634,福星惠誉红桥城,江岸,135,14779,3室1厅1厨1卫,高楼层 (共31层),91.35,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,null,2023/4/18,商品房,2021/4/23,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210426ER8bd
1635,绿地国际理想城五期,东湖高新,199,20563,3室2厅1厨1卫,中楼层 (共27层),96.78,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2022/8/1,商品房,2020/10/20,普通住宅,满两年,非共有,有抵押 50万元,已上传房本照片,20220821I8rdN
1636,汉正花园,硚口,151,13116,3室2厅1厨1卫,中楼层 (共25层),115.13,平层,84.24,塔楼,东南,钢混结构,精装,两梯十户,有,null,2023/3/31,商品房,2009/11/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230331NARK0
1637,保利中央公馆,洪山,153,19111,2室2厅1厨1卫,低楼层 (共33层),80.06,平层,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,null,2022/5/22,商品房,2017/3/10,普通住宅,满五年,非共有,有抵押 39万元 中信 客户偿还,已上传房本照片,20191228CtK61
1638,碧桂园翠堤春晓,汉南,55,4519,3室2厅1厨1卫,低楼层 (共6层),121.71,平层,105.98,板楼,南 北,钢混结构,精装,一梯三户,无,null,2021/4/13,商品房,2011/3/31,普通住宅,满五年,共有,无抵押,已上传房本照片,20210519uj3nO
1639,万科城花璟苑,东湖高新,303,25759,3室1厅1厨2卫,低楼层 (共34层),117.63,平层,95.67,板塔结合,南,钢混结构,精装,两梯六户,有,null,2022/7/6,商品房,2021/1/15,普通住宅,满两年,非共有,有抵押 70万元 中国银行,已上传房本照片,20220926TvuXs
1640,中国中华城,江汉,77,18448,1室1厅1厨1卫,中楼层 (共38层),41.74,平层,暂无数据,板塔结合,东,钢混结构,精装,六梯十六户,有,null,2023/2/13,商品房,2019/6/3,普通住宅,满两年,共有,有抵押 30万元,已上传房本照片,20201122X1kaA
1641,云鹤大厦,武昌,190,13757,2室1厅1厨2卫,中楼层 (共22层),138.12,平层,暂无数据,塔楼,南,钢混结构,简装,三梯十二户,有,null,2023/4/7,商品房,2008/7/28,普通住宅,满五年,共有,无抵押,已上传房本照片,20210903Arc1M
1642,长春小区(武昌),武昌,140,14129,3室2厅1厨1卫,中楼层 (共8层),99.09,平层,95,板塔结合,南 北,钢混结构,简装,一梯四户,无,null,2023/1/28,商品房,2006/7/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230129TG1ss
1643,星悦城六期玺樾,江岸,129,17267,2室2厅1厨1卫,中楼层 (共48层),74.71,平层,暂无数据,板塔结合,东南,钢混结构,其他,四梯六户,有,null,2023/4/2,商品房,2022/10/26,普通住宅,未满两年,共有,无抵押,已上传房本照片,20230413Uhj1k
